EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
202,40,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Medical,5605,8504,11,3,1,20,2,20,7,2,13,NO,No,0,2.3333333333333335,10+,Q3
204,35,MALE,Sales,Sales Executive,Travel_Rarely,Married,5,Marketing,7295,11439,13,3,2,10,3,10,8,0,6,NO,No,0,2.6666666666666665,5-10,Q4
205,53,MALE,Sales,Sales Representative,Travel_Rarely,Married,2,Marketing,2306,16047,20,4,1,13,3,7,7,4,5,YES,No,0,2.0,5-10,Q1 Lowest
206,45,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Life Sciences,2348,10901,18,3,1,20,2,17,9,0,15,NO,No,0,1.6666666666666667,10+,Q1 Lowest
207,32,FEMALE,Sales,Sales Executive,Travel_Frequently,Single,3,Marketing,8998,15589,14,3,0,9,2,9,8,3,7,NO,No,0,3.0,5-10,Q4
208,29,MALE,Research & Development,Manufacturing Director,Non-Travel,Married,1,Technical Degree,4319,26283,13,3,1,10,1,10,7,0,9,NO,No,0,3.3333333333333335,5-10,Q3
211,51,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Medical,6132,13983,17,3,0,10,2,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q4
214,58,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,3346,11873,20,4,1,9,3,1,0,0,0,YES,No,0,2.0,0-1,Q2
215,40,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Marketing,10855,8552,11,3,1,15,2,12,11,2,11,NO,No,0,3.0,10+,Q5 Highest
216,34,FEMALE,Sales,Sales Representative,Travel_Frequently,Married,4,Marketing,2231,11314,18,3,1,6,3,4,3,1,2,NO,No,0,3.0,3-5,Q1 Lowest
217,22,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Medical,2323,11992,24,4,2,2,6,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q1 Lowest
218,27,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,3,Medical,2024,5970,18,3,1,6,1,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q1 Lowest
221,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2713,6672,11,3,1,5,2,5,2,0,2,NO,No,0,2.6666666666666665,3-5,Q2
223,57,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,2,Life Sciences,9439,23402,16,3,1,12,2,5,3,1,4,YES,No,0,2.6666666666666665,3-5,Q4
224,27,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,3,Medical,2566,25326,15,3,1,1,2,1,1,0,1,YES,No,0,2.6666666666666665,0-1,Q1 Lowest
226,50,FEMALE,Research & Development,Manager,Travel_Rarely,Single,3,Life Sciences,19926,17053,15,3,0,21,5,5,4,4,4,NO,No,0,2.6666666666666665,3-5,Q5 Highest
227,41,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Life Sciences,2451,4609,12,3,1,13,2,9,8,1,8,NO,No,0,2.3333333333333335,5-10,Q1 Lowest
228,30,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,9419,8053,12,3,1,12,2,10,9,7,4,NO,No,0,3.0,5-10,Q4
230,38,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Life Sciences,8686,12930,22,4,0,12,2,8,3,0,7,NO,No,0,3.0,5-10,Q4
231,32,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,5,Life Sciences,3038,12430,20,4,0,8,2,5,4,1,4,NO,No,0,3.0,3-5,Q2
233,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Technical Degree,3058,13364,16,3,1,6,3,5,2,1,1,YES,No,0,2.3333333333333335,3-5,Q2
235,19,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,1,Technical Degree,2325,20989,21,4,0,1,5,0,0,0,0,NO,Yes,1,2.6666666666666665,0-1,Q1 Lowest
238,36,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Medical,2088,15062,12,3,0,13,3,8,7,7,2,NO,No,0,2.6666666666666665,5-10,Q1 Lowest
239,30,MALE,Research & Development,Laboratory Technician,Non-Travel,Divorced,3,Medical,3072,11012,11,3,2,12,4,12,9,6,10,NO,No,0,2.3333333333333335,10+,Q2
240,45,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Life Sciences,5006,6319,11,3,1,9,3,5,4,0,3,YES,No,0,2.6666666666666665,3-5,Q3
241,56,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Life Sciences,4257,13939,18,3,1,19,3,2,2,2,2,YES,No,0,2.3333333333333335,1-3,Q3
242,33,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,2500,10515,14,3,0,4,2,3,1,0,2,NO,No,0,3.6666666666666665,1-3,Q1 Lowest
243,19,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,1102,9241,22,4,0,1,3,1,0,1,0,NO,Yes,1,2.6666666666666665,0-1,Q1 Lowest
244,46,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Marketing,10453,2137,25,4,3,24,2,24,13,15,7,NO,No,0,2.0,10+,Q5 Highest
245,38,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,2,Life Sciences,2288,6319,12,3,0,2,3,2,2,2,1,NO,No,0,3.3333333333333335,1-3,Q1 Lowest
246,31,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Medical,3929,6984,23,4,1,7,0,4,2,0,2,YES,No,0,3.3333333333333335,3-5,Q2
247,34,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Medical,2311,5711,15,3,0,9,3,3,2,1,2,NO,No,0,3.0,1-3,Q1 Lowest
248,41,FEMALE,Sales,Sales Representative,Travel_Rarely,Single,2,Marketing,3140,21728,22,4,0,4,5,4,3,0,2,YES,Yes,1,2.0,3-5,Q2
249,50,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,3690,3425,15,3,1,5,2,3,2,0,2,NO,No,0,2.6666666666666665,1-3,Q2
250,53,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2,Medical,4450,26250,11,3,2,5,3,4,2,1,3,NO,No,0,2.6666666666666665,3-5,Q3
252,33,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2756,4673,13,3,1,8,5,8,7,1,6,NO,No,0,3.0,5-10,Q2
253,40,FEMALE,Research & Development,Manager,Travel_Rarely,Married,1,Medical,19033,6499,14,3,1,21,2,20,8,9,9,NO,No,0,3.3333333333333335,10+,Q5 Highest
254,55,MALE,Research & Development,Research Director,Travel_Rarely,Single,4,Medical,18722,13339,11,3,0,36,3,24,15,2,15,NO,No,0,2.6666666666666665,10+,Q5 Highest
256,34,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,1,Life Sciences,9547,14074,17,3,0,10,2,10,9,1,9,NO,No,0,3.0,5-10,Q4
258,51,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,13734,7192,18,3,0,21,6,7,7,1,0,NO,No,0,3.0,5-10,Q5 Highest
259,52,MALE,Research & Development,Manager,Travel_Rarely,Married,4,Life Sciences,19999,5678,14,3,1,34,5,33,18,11,9,NO,No,0,3.0,10+,Q5 Highest
260,27,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,2279,11781,16,3,0,7,2,7,7,0,3,NO,No,0,2.6666666666666665,5-10,Q1 Lowest
261,35,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,5916,15497,13,3,0,8,1,1,0,0,1,YES,Yes,1,2.6666666666666665,0-1,Q4
262,43,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,3,Medical,2089,5228,14,3,3,7,3,5,4,2,2,NO,No,0,4.0,3-5,Q1 Lowest
264,45,MALE,Research & Development,Manager,Non-Travel,Married,2,Medical,16792,20462,23,4,1,22,1,20,8,11,8,NO,No,0,2.6666666666666665,10+,Q5 Highest
267,37,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,3564,22977,12,3,1,8,3,8,7,1,7,YES,No,0,1.6666666666666667,5-10,Q2
269,35,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,3,Medical,4425,15986,11,3,0,10,5,6,2,1,2,NO,No,0,2.3333333333333335,5-10,Q3
270,42,FEMALE,Research & Development,Manufacturing Director,Non-Travel,Divorced,2,Medical,5265,16439,16,3,1,11,5,5,3,0,2,NO,No,0,3.0,3-5,Q3
271,38,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Life Sciences,6553,7259,14,3,0,14,3,1,0,0,0,NO,No,0,3.3333333333333335,0-1,Q4
273,38,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Technical Degree,6261,4185,18,3,1,9,3,7,7,1,7,NO,No,0,3.0,5-10,Q4
274,27,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,1,Technical Degree,4298,9679,19,3,1,6,1,2,2,2,0,NO,No,0,2.3333333333333335,1-3,Q3
275,49,MALE,Research & Development,Manufacturing Director,Non-Travel,Divorced,4,Life Sciences,6804,23793,15,3,2,7,0,7,7,1,7,YES,No,0,3.6666666666666665,5-10,Q4
277,34,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,4,Medical,3815,5972,17,3,1,5,4,5,3,2,0,YES,No,0,3.6666666666666665,3-5,Q2
281,40,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Medical,2741,16523,15,3,1,15,2,7,2,3,7,YES,No,0,3.6666666666666665,5-10,Q2
282,38,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,1,Medical,6673,11354,19,3,0,17,2,1,0,0,0,YES,Yes,1,2.0,0-1,Q4
283,29,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,7639,24525,22,4,3,10,3,10,4,1,9,NO,Yes,1,2.6666666666666665,5-10,Q4
284,22,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,3,Life Sciences,2328,12392,16,3,1,4,2,4,2,2,2,YES,No,0,2.6666666666666665,3-5,Q1 Lowest
286,36,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,1,Medical,2153,7703,13,3,0,8,2,8,1,1,7,NO,No,0,3.0,5-10,Q1 Lowest
287,40,MALE,Research & Development,Healthcare Representative,Non-Travel,Married,5,Life Sciences,4876,14242,14,3,1,5,5,3,2,0,2,NO,No,0,3.0,1-3,Q3
288,46,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,4,Medical,9396,12368,16,3,1,17,3,4,2,0,3,NO,No,0,2.6666666666666665,3-5,Q4
291,32,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Medical,10400,25812,11,3,0,14,2,14,8,9,8,NO,Yes,1,3.3333333333333335,10+,Q5 Highest
292,30,MALE,Research & Development,Manufacturing Director,Non-Travel,Single,1,Life Sciences,8474,20925,22,4,0,12,2,11,8,5,8,NO,No,0,3.0,10+,Q4
293,27,FEMALE,Sales,Sales Executive,Travel_Frequently,Single,3,Life Sciences,9981,12916,14,3,0,7,2,7,7,0,7,NO,No,0,3.3333333333333335,5-10,Q5 Highest
296,51,MALE,Research & Development,Research Director,Travel_Rarely,Married,4,Life Sciences,12490,15736,16,3,2,16,5,10,9,4,7,NO,No,0,1.6666666666666667,5-10,Q5 Highest
297,30,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Technical Degree,2657,8556,11,3,0,8,5,5,2,0,4,YES,Yes,1,2.6666666666666665,3-5,Q1 Lowest
298,41,FEMALE,Sales,Manager,Travel_Rarely,Single,3,Life Sciences,13591,14674,18,3,0,16,3,1,0,0,0,YES,No,0,3.6666666666666665,0-1,Q5 Highest
299,30,FEMALE,Sales,Sales Executive,Travel_Frequently,Single,4,Marketing,6696,22967,15,3,0,9,5,6,3,0,1,NO,Yes,1,2.0,5-10,Q4
300,29,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Technical Degree,2058,19757,14,3,0,7,1,6,2,1,5,NO,Yes,1,2.6666666666666665,5-10,Q1 Lowest
302,45,FEMALE,Sales,Sales Executive,Non-Travel,Single,3,Medical,8865,16840,12,3,0,23,2,19,7,12,8,NO,No,0,3.6666666666666665,10+,Q4
303,54,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,5940,17011,14,3,1,16,4,6,2,0,5,NO,No,0,2.6666666666666665,5-10,Q4
304,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,2,Life Sciences,5914,9945,16,3,0,16,3,13,11,3,7,NO,No,0,3.3333333333333335,10+,Q4
305,33,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Medical,2622,13248,21,4,0,7,3,3,2,1,1,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
306,37,MALE,Research & Development,Research Director,Travel_Frequently,Divorced,3,Other,12185,10056,14,3,3,10,1,10,8,0,7,YES,No,0,3.0,5-10,Q5 Highest
307,38,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Life Sciences,10609,9647,12,3,2,17,6,16,10,5,13,NO,No,0,2.0,10+,Q5 Highest
308,31,MALE,Research & Development,Manufacturing Director,Non-Travel,Married,4,Medical,4345,4381,12,3,1,6,2,5,4,1,4,NO,No,0,3.0,3-5,Q3
309,59,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2177,8456,17,3,1,7,6,1,0,0,0,NO,No,0,3.3333333333333335,0-1,Q1 Lowest
311,37,MALE,Sales,Sales Representative,Travel_Frequently,Divorced,4,Marketing,2793,2539,17,3,1,13,2,9,8,5,8,NO,No,0,2.6666666666666665,5-10,Q2
312,29,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,1,Medical,7918,6599,14,3,1,11,5,11,10,4,1,NO,No,0,3.0,10+,Q4
314,35,FEMALE,Sales,Sales Executive,Travel_Frequently,Single,3,Marketing,8789,9096,14,3,0,10,3,10,7,0,8,NO,No,0,3.3333333333333335,5-10,Q4
315,29,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Medical,2389,14961,13,3,0,4,3,4,3,0,1,YES,Yes,1,3.0,3-5,Q1 Lowest
316,52,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,3212,3300,15,3,0,6,3,2,2,2,2,NO,No,0,3.0,1-3,Q2
319,42,MALE,Research & Development,Manager,Travel_Rarely,Married,2,Technical Degree,19232,4933,11,3,0,22,3,22,17,11,15,NO,No,0,3.3333333333333335,10+,Q5 Highest
321,59,MALE,Human Resources,Human Resources,Travel_Rarely,Married,2,Medical,2267,25657,17,3,0,7,2,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q1 Lowest
323,50,FEMALE,Sales,Manager,Travel_Rarely,Divorced,4,Medical,19517,24118,11,3,1,32,3,7,0,0,6,NO,No,0,3.3333333333333335,5-10,Q5 Highest
325,33,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Medical,2436,22149,13,3,1,8,2,5,4,0,4,YES,Yes,1,2.6666666666666665,3-5,Q1 Lowest
327,43,FEMALE,Sales,Manager,Travel_Rarely,Married,3,Marketing,16064,7744,22,4,1,22,3,17,13,1,9,YES,No,0,3.6666666666666665,10+,Q5 Highest
328,33,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,2707,21509,20,4,0,13,3,9,7,1,7,NO,Yes,1,2.0,5-10,Q2
329,52,MALE,Sales,Manager,Non-Travel,Single,4,Life Sciences,19068,21030,18,3,0,33,2,33,7,15,12,YES,No,0,2.6666666666666665,10+,Q5 Highest
330,32,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,2,Life Sciences,3931,20990,11,3,1,6,5,4,3,1,2,NO,No,0,2.6666666666666665,3-5,Q2
331,32,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,3730,9571,14,3,0,4,2,3,2,1,2,YES,Yes,1,2.6666666666666665,1-3,Q2
332,39,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4,Medical,2232,15417,14,3,3,7,1,3,2,1,2,NO,No,0,3.0,1-3,Q1 Lowest
333,32,MALE,Sales,Sales Executive,Non-Travel,Married,4,Marketing,4465,12069,18,3,0,4,2,3,2,2,2,NO,No,0,3.3333333333333335,1-3,Q3
334,41,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,2,Life Sciences,3072,19877,16,3,2,17,2,1,0,0,0,NO,No,0,2.0,0-1,Q2
335,40,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,2,Technical Degree,3319,24447,17,3,2,9,3,9,8,4,7,NO,No,0,2.6666666666666665,5-10,Q2
336,45,MALE,Research & Development,Manager,Travel_Rarely,Married,3,Other,19202,15970,11,3,1,25,2,24,0,1,7,NO,No,0,3.3333333333333335,10+,Q5 Highest
337,31,MALE,Research & Development,Research Director,Travel_Frequently,Divorced,4,Medical,13675,13523,12,3,1,9,3,2,2,2,2,NO,No,0,2.6666666666666665,1-3,Q5 Highest
338,33,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Life Sciences,2911,14776,13,3,1,2,2,2,2,0,2,NO,No,0,3.0,1-3,Q2
339,34,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Life Sciences,5957,23687,13,3,1,13,3,11,9,5,9,NO,No,0,2.6666666666666665,10+,Q4
340,37,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Medical,3920,18697,14,3,1,17,2,3,1,0,2,NO,No,0,2.0,1-3,Q2
341,45,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,4,Life Sciences,6434,5118,17,3,1,9,1,3,2,0,2,NO,No,0,2.3333333333333335,1-3,Q4
342,37,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,3,Medical,10048,22573,11,3,2,17,5,1,0,0,0,NO,Yes,1,2.3333333333333335,0-1,Q5 Highest
343,39,FEMALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,4,Technical Degree,10938,6420,25,4,0,20,1,19,6,11,8,NO,No,0,3.0,10+,Q5 Highest
346,29,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,2340,22673,19,3,0,6,1,6,5,1,5,NO,No,0,3.3333333333333335,5-10,Q1 Lowest
347,42,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,6545,23016,13,3,0,10,1,3,2,0,2,YES,No,0,2.6666666666666665,1-3,Q4
349,29,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Marketing,6931,10732,14,3,1,10,2,3,2,0,2,NO,No,0,3.6666666666666665,1-3,Q4
350,25,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,4898,7505,12,3,2,5,3,4,2,1,2,NO,No,0,2.3333333333333335,3-5,Q3
351,42,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Medical,2593,8007,11,3,1,10,4,9,6,7,8,YES,No,0,2.6666666666666665,5-10,Q1 Lowest
352,40,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,2,Medical,19436,5949,19,3,1,22,5,21,7,3,9,NO,No,0,2.3333333333333335,10+,Q5 Highest
353,51,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2723,23231,11,3,0,1,0,1,0,0,0,NO,No,0,3.0,0-1,Q2
355,31,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Medical,3479,11652,11,3,0,6,2,5,4,1,4,NO,Yes,1,3.0,3-5,Q2
359,32,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Life Sciences,2794,26062,20,4,0,5,3,5,1,0,3,NO,No,0,1.6666666666666667,3-5,Q2
361,38,MALE,Sales,Sales Executive,Non-Travel,Married,2,Life Sciences,5249,19682,18,3,1,13,0,8,7,7,5,NO,No,0,3.6666666666666665,5-10,Q3
362,32,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,1,Technical Degree,2176,19737,13,3,0,9,5,6,2,0,4,NO,No,0,2.6666666666666665,5-10,Q1 Lowest
363,46,FEMALE,Sales,Manager,Travel_Rarely,Married,3,Technical Degree,16872,14977,12,3,1,28,2,7,7,7,7,YES,No,0,2.3333333333333335,5-10,Q5 Highest
364,28,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,4,Life Sciences,3485,14935,11,3,0,5,5,0,0,0,0,NO,Yes,1,1.6666666666666667,0-1,Q2
366,29,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,6644,3687,19,3,2,10,2,0,0,0,0,NO,No,0,2.0,0-1,Q4
367,31,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,5582,14408,21,4,1,10,2,9,0,7,8,NO,No,0,3.0,5-10,Q3
369,25,MALE,Research & Development,Healthcare Representative,Non-Travel,Divorced,2,Life Sciences,4000,18384,12,3,2,6,2,6,3,1,5,NO,No,0,2.0,5-10,Q2
372,45,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,2,Medical,13496,7501,14,3,0,21,2,20,7,4,10,YES,No,0,3.3333333333333335,10+,Q5 Highest
373,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,3210,20251,11,3,1,16,4,15,13,10,11,NO,No,0,3.6666666666666665,10+,Q2
374,55,MALE,Research & Development,Manager,Travel_Rarely,Single,3,Medical,19045,18938,14,3,0,37,2,36,10,4,13,YES,No,0,2.6666666666666665,10+,Q5 Highest
376,47,MALE,Research & Development,Manager,Non-Travel,Married,4,Life Sciences,11849,10268,12,3,1,10,2,10,7,9,9,YES,Yes,1,1.6666666666666667,5-10,Q5 Highest
377,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2070,2613,23,4,1,5,3,5,2,0,4,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
378,37,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Medical,6502,22825,14,3,1,7,5,5,4,0,1,NO,No,0,3.6666666666666665,3-5,Q4
379,21,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Medical,3230,10531,17,3,0,3,4,3,2,1,0,NO,No,0,3.6666666666666665,1-3,Q2
380,37,FEMALE,Research & Development,Research Director,Non-Travel,Divorced,4,Medical,13603,11677,18,3,2,15,2,5,2,0,2,YES,No,0,2.6666666666666665,3-5,Q5 Highest
381,35,FEMALE,Research & Development,Manager,Travel_Rarely,Divorced,3,Life Sciences,11996,19100,18,3,1,10,6,7,7,6,2,NO,No,0,2.0,5-10,Q5 Highest
382,38,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Medical,5605,19191,24,4,1,8,3,8,0,7,7,YES,No,0,1.6666666666666667,5-10,Q3
384,26,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,3,Life Sciences,6397,26767,20,4,1,6,6,6,5,1,4,NO,No,0,2.0,5-10,Q4
385,50,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,1,Life Sciences,19144,15815,14,3,2,28,4,10,4,1,6,NO,No,0,1.6666666666666667,5-10,Q5 Highest
386,53,MALE,Research & Development,Research Director,Travel_Rarely,Married,4,Medical,17584,21016,16,3,3,21,5,5,3,1,3,YES,No,0,2.6666666666666665,3-5,Q5 Highest
387,42,MALE,Sales,Sales Executive,Travel_Rarely,Married,1,Life Sciences,4907,24532,25,4,0,20,3,20,16,11,6,NO,No,0,2.6666666666666665,10+,Q3
388,29,MALE,Sales,Sales Executive,Travel_Frequently,Single,2,Life Sciences,4554,20260,18,3,0,10,3,10,7,0,9,NO,No,0,2.6666666666666665,5-10,Q3
389,55,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Technical Degree,5415,15972,19,3,1,12,4,10,7,0,8,YES,No,0,3.0,5-10,Q3
390,26,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Married,2,Medical,4741,22722,13,3,1,5,3,5,3,3,3,YES,No,0,1.6666666666666667,3-5,Q3
391,37,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Life Sciences,2115,15881,12,3,0,17,3,17,12,5,7,NO,No,0,3.6666666666666665,10+,Q1 Lowest
392,44,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,3,Life Sciences,3161,19920,22,4,1,19,0,1,0,0,0,YES,Yes,1,2.6666666666666665,0-1,Q2
393,38,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,4,Life Sciences,5745,18899,14,3,1,10,2,2,2,1,2,NO,No,0,3.6666666666666665,1-3,Q4
394,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4,Medical,2373,14180,13,3,1,5,2,3,2,0,2,YES,Yes,1,2.0,1-3,Q1 Lowest
395,28,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,3310,4488,21,4,0,5,3,5,3,0,2,NO,No,0,3.6666666666666665,3-5,Q2
396,49,FEMALE,Research & Development,Research Director,Travel_Frequently,Single,4,Life Sciences,18665,25594,11,3,0,22,4,3,2,1,2,YES,No,0,2.3333333333333335,1-3,Q5 Highest
397,36,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Technical Degree,4485,26285,12,3,0,10,2,8,0,7,7,NO,No,0,2.6666666666666665,5-10,Q3
399,31,FEMALE,Sales,Sales Representative,Travel_Frequently,Divorced,3,Marketing,2789,3909,11,3,1,2,5,2,2,2,2,NO,No,0,2.6666666666666665,1-3,Q2
401,26,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,5828,8450,12,3,0,8,0,8,7,7,4,YES,Yes,1,3.6666666666666665,5-10,Q4
403,37,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Medical,2326,11411,12,3,3,4,3,4,2,1,2,YES,No,0,2.6666666666666665,3-5,Q1 Lowest
404,42,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,3,Marketing,13525,14864,14,3,1,23,2,20,4,4,8,NO,No,0,3.0,10+,Q5 Highest
405,18,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,1420,25233,13,3,0,0,2,0,0,0,0,NO,Yes,1,3.0,0-1,Q1 Lowest
406,35,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,8020,5100,15,3,2,12,3,11,9,6,9,NO,No,0,2.3333333333333335,10+,Q4
